image	original_caption	shuffle_noun_and_adjectives	shuffle_trigrams	shuffle_words_within_trigrams
test/322516292.jpg	a man in a black windbreaker strumming on a large stringed instrument on the sidewalk in front of a building 	a windbreaker in a large building strumming on a black stringed man on the sidewalk in front of a instrument	a man in a building in front of a black windbreaker strumming on a large stringed instrument on the sidewalk	a in man black a windbreaker on a strumming stringed large instrument sidewalk on the of in front a building
test/322516292.jpg	man wearing black playing a very large guitar-like instrument 	guitar wearing black playing a very like man - large instrument	playing a very man wearing black like instrument large guitar-	wearing black man playing a very large guitar- like instrument
test/322516292.jpg	man plays a strange looking string instrument 	man plays a strange looking string instrument	man plays a strange looking string instrument	man plays a string looking strange instrument
test/322516292.jpg	a person is playing an unique instrument 	a person is playing an unique instrument	a person is playing an unique instrument	a is person playing unique an instrument
test/3227675485.jpg	a girl wearing black athletic clothing with the number 1102 on her jersey runs across some grass 	a number wearing black athletic grass with the clothing 1102 on her jersey runs across some girl	with the number a girl wearing some grass black athletic clothing 1102 on her jersey runs across	wearing girl a athletic black clothing number with the on her 1102 jersey runs across grass some
test/3227675485.jpg	a woman wearing a black athletic uniform has the number 1102 on her and she is running 	a uniform wearing a black athletic woman has the number 1102 on her and she is running	a woman wearing a black athletic her and she is running uniform has the number 1102 on	woman wearing a black athletic a has uniform the number 1102 on and her she running is
test/3227675485.jpg	a female soccer player dressed in black 	a black player soccer dressed in female	a female soccer black player dressed in	soccer female a in dressed player black
test/3227675485.jpg	women running on a soccer field 	women running on a field soccer	women running on a soccer field	running on women a field soccer
test/3227675485.jpg	a girl in black runs a race 	a girl in black runs a race	black runs a a girl in race	girl in a black a runs race
test/3231575742.jpg	person in a racing ski outfit and a helmet is skiing while in a squat position 	helmet in a position person racing and a ski is skiing while in a squat outfit	is skiing while racing ski outfit person in a position in a squat and a helmet	a person in racing outfit ski a helmet and while is skiing in squat a position
test/3231575742.jpg	a person playing sports in the snow is crouched down 	a sports playing snow in the person is crouched down	snow is crouched down sports in the a person playing	a person playing sports the in is crouched snow down
test/3231575742.jpg	"a kid crosscountry skis wearing the number "" 93 "" "	"a kid skis number wearing the crosscountry "" 93 """	"number "" 93 a kid crosscountry "" skis wearing the"	"kid a crosscountry wearing the skis "" 93 number """
test/3231575742.jpg	a snow skier is going down a slalom course 	a snow course is going down a skier slalom	a snow skier a slalom course is going down	skier a snow down going is course slalom a
test/3231575742.jpg	the skier is on the snow 	the skier is on the snow	on the snow the skier is	the is skier on the snow
test/3232994074.jpg	a little girl in a pink shirt is putting a puzzle together with her grandfather 	a pink girl in a little puzzle is putting a shirt together with her grandfather	a puzzle together a little girl in a pink shirt is putting with her grandfather	little girl a a in pink shirt is putting a puzzle together her grandfather with
test/3232994074.jpg	a older gentleman and a young girl begin to work on a puzzle together 	a older puzzle and a young gentleman begin to work on a girl together	girl begin to and a young a older gentleman work on a puzzle together	gentleman a older a young and to girl begin a work on together puzzle
test/3232994074.jpg	two people are constructing a child 's puzzle game 	two puzzle are constructing a child 's game people	's puzzle game two people are constructing a child	people two are a constructing child game 's puzzle
test/3232994074.jpg	an older man plays a game with a small child 	an older man plays a child with a small game	plays a game with a small child an older man	an man older a game plays with small a child
test/3232994074.jpg	a man and child working on a puzzle 	a child and puzzle working on a man	child working on a man and a puzzle	man a and on child working puzzle a
test/3240570205.jpg	one young boy in a yellow long-sleeved shirt and jeans sitting down , with five adults in front of him , one operating a video camera 	one yellow front in a young long - sleeved jeans and boy sitting down , with five shirt in adults of him , one operating a video camera	one young boy sitting down , operating a video in front of him , one long-sleeved with five adults in a yellow camera shirt and jeans	boy young one in a yellow long-sleeved jeans and shirt sitting down , adults with five of in front him one , operating a video camera
test/3240570205.jpg	a white photographer films a seated black child while other children of mixed race watch 	a mixed race films a seated other photographer while white watch of black children child	mixed race watch other children of films a seated a white photographer black child while	photographer white a seated a films child while black of children other mixed race watch
test/3240570205.jpg	a man is taking a video of another man while a few others look on 	a video is taking a man of another man while a few others look on	of another man taking a video others look on while a few a man is	man a is video a taking of man another few a while on others look
test/3240570205.jpg	a film crew films a young african boy in a yellow shirt 	a shirt boy films a young yellow film in a african crew	a film crew african boy in films a young a yellow shirt	a crew film a films young boy african in a shirt yellow
test/3240570205.jpg	a film crew is filming a student in a classroom 	a classroom student is filming a film in a crew	student in a a film crew classroom is filming a	film a crew a is filming a in student classroom
test/3243094580.jpg	a person on a bicycle rides down the city sidewalk at night 	a bicycle on a sidewalk rides down the city night at person	a person on sidewalk at night down the city a bicycle rides	a person on a bicycle rides the city down at night sidewalk
test/3243094580.jpg	a streetlight lit bridge with a cyclist and some cars 	a streetlight lit bridge with a cars and some cyclist	cyclist and some a streetlight lit bridge with a cars	streetlight lit a with a bridge cyclist some and cars
test/3243094580.jpg	the person is bicycling on the street at nighttime 	the person is bicycling on the street at nighttime	bicycling on the the person is street at nighttime	is the person the bicycling on nighttime at street
test/3243094580.jpg	a person walks in the dark near streetlights 	a streetlights walks in the dark near person	in the dark a person walks near streetlights	person a walks in the dark near streetlights
test/3243094580.jpg	a girl is riding her bike at night 	a girl is riding her bike at night	at night a girl is riding her bike	a girl is bike riding her night at
test/3243653344.jpg	a man wearing a white cowboy hat , blue shirt , and black vest , is riding a black bull at a rodeo stadium 	a bull wearing a black shirt rodeo , white stadium , and blue man , is riding a black cowboy at a hat vest	black vest , shirt , and a white cowboy hat , blue a man wearing is riding a a rodeo stadium black bull at	wearing man a white a cowboy hat , blue and , shirt vest , black is riding a at bull black a stadium rodeo
test/3243653344.jpg	a man in a rodeo is riding a bull while others watch 	a bull in a rodeo is riding a man while others watch	while others watch a rodeo is a man in riding a bull	in a man is rodeo a riding bull a watch others while
test/3243653344.jpg	a man rides a kicking bull in a bullpen 	a bullpen rides a man kicking in a bull	in a bullpen a kicking bull a man rides	rides a man bull a kicking in bullpen a
test/3243653344.jpg	cowboy riding a black bull in a ring 	bull riding a black cowboy in a ring	cowboy riding a black bull in a ring	riding cowboy a bull black in a ring
test/3243653344.jpg	a man is riding a bull in a rodeo 	a rodeo is riding a man in a bull	riding a bull in a rodeo a man is	is man a bull a riding a rodeo in
test/3245460937.jpg	a boy wearing jeans leaps in the air and shows his shadow below 	a shadow wearing boy air in the jeans and shows his leaps below	a boy wearing jeans leaps in the air and below shows his shadow	boy wearing a leaps in jeans and air the shadow his shows below
test/3245460937.jpg	a boy jumping to hit a tennis ball with his racket	a tennis jumping to hit a racket ball with his boy	to hit a tennis ball with his racket a boy jumping	jumping a boy a hit to tennis ball with his racket
test/3245460937.jpg	a child jumping on a tennis court 	a court jumping on a child tennis	on a tennis court a child jumping	jumping a child on tennis a court
test/3245460937.jpg	where is the rest of his racket ?		racket ? where is the rest of his	is where the rest of his ? racket
test/3245460937.jpg	the boy is jumping in the air 	the boy is jumping in the air	jumping in the air the boy is	the boy is the in jumping air
test/3246281818.jpg	two children climb an indoor rock walk as two other children are on belay 	two walk climb an indoor belay children as two other children are on rock	on belay walk as two an indoor rock other children are two children climb	two climb children rock indoor an as two walk are other children belay on
test/3246281818.jpg	two children are climbing a rock wall while two others look on 	two children are climbing a wall others while two rock look on	wall while two climbing a rock others look on two children are	are two children rock climbing a two wall while others on look
test/3246281818.jpg	two children climb a rock wall as two people watch carefully 	two people climb a wall children as two rock watch carefully	as two people watch carefully two children climb a rock wall	children climb two wall a rock as two people carefully watch
test/3246281818.jpg	two young children scaling a wall with harnesses on 	two young wall scaling a children with harnesses on	two young children with harnesses on scaling a wall	children two young scaling a wall on with harnesses
test/3246281818.jpg	kids scale a wall as two other people watch 	wall scale a people as two other kids watch	other people watch wall as two kids scale a	a kids scale two as wall watch people other
test/3250952067.jpg	several men , one in a dark sweater and glasses and another in a white sweatshirt , are walking through the center of a college campus 	dark glasses , one in a white men and sweatshirt and another in a several campus , are walking through the center of a sweater college	glasses and another walking through the one in a dark sweater and center of a in a white college campus several men , sweatshirt , are	men , several in a one dark and sweater another and glasses a in white are sweatshirt , walking the through of a center college campus
test/3250952067.jpg	people walking about a university campus with palm trees in the background 	people walking about a university palm with campus trees in the background	with palm trees in the background a university campus people walking about	people walking about university a campus palm with trees in background the
test/3250952067.jpg	people are walking across a school campus 	campus are walking across a school people	people are walking across a school campus	are people walking school across a campus
test/3250952067.jpg	the quad at the student services fair 	the quad at the student services fair	fair the quad at the student services	the quad at services the student fair
test/3250952067.jpg	a student walking across campus 	a student walking across campus	across campus a student walking	a walking student across campus
test/3256456935.jpg	the girl with the red belt is kicking a pad that the person in black is holding 	the pad with the black girl is kicking a person that the belt in red is holding	the red belt the girl with person in black pad that the is kicking a is holding	girl with the belt the red a kicking is that pad the person in black holding is
test/3256456935.jpg	a girl in martial arts class is kicking a dummy 	a class in martial arts girl is kicking a dummy	a girl in martial arts class dummy is kicking a	girl in a class arts martial a kicking is dummy
test/3256456935.jpg	little girl kicks black object at karate class 	little object kicks black class at karate girl	little girl kicks karate class black object at	little kicks girl at black object karate class
test/3256456935.jpg	a young girl in martial arts class kicks a bag 	a young arts in martial class bag kicks a girl	bag a young girl in martial arts class kicks a	young girl a martial in arts class a kicks bag
test/3256456935.jpg	kid practicing karate move	kid practicing move karate	move kid practicing karate	
test/3257107194.jpg	one man in the hole of a tire in water , and another man getting up from the water next to him 	one water in the water of a hole in tire , and another man getting up from the man next to him	water next to one man in him the hole of another man getting a tire in up from the water , and	man one in hole of the a tire in , and water getting another man the up from next to water him
test/3257107194.jpg	two men trying to hoist themselves up from the water on to a walkway made of tires 	two water trying to hoist themselves up from the men on to a walkway made of tires	up from the to hoist themselves a walkway made two men trying water on to of tires	two trying men hoist to themselves the up from to on water walkway a made tires of
test/3257107194.jpg	two men climb onto tires while sitting in the muddy water 	two tires climb onto men while sitting in the muddy water	sitting in the two men climb onto tires while muddy water	two men climb onto tires while the sitting in muddy water
test/3257107194.jpg	two men are playing with tires in muddy water 	two tires are playing with men in muddy water	playing with tires two men are in muddy water	men are two tires with playing water in muddy
test/3257107194.jpg	two boys hanging off a tire dock 	two tire hanging off a dock boys	two boys hanging dock off a tire	two boys hanging a off tire dock
test/3259992164.jpg	people are dancing on a checkered platform while people are watching			people are dancing on a checkered platform people while are watching
test/3259992164.jpg	two men are performing on a sidewalk as a crowd watches	two men are performing on a crowd as a sidewalk watches	sidewalk as a performing on a two men are crowd watches	men are two on performing a sidewalk a as crowd watches
test/3259992164.jpg	two men dancing on a checkerboard in front of a crowd	two front dancing on a checkerboard in crowd of a men	on a checkerboard two men dancing in front of a crowd	dancing men two checkerboard a on front in of a crowd
test/3259992164.jpg	many people are watching street performers dancing 	many people are watching performers street dancing	dancing watching street performers many people are	people are many watching performers street dancing
test/3259992164.jpg	two men breakdancing , with a crowd looking on 	two men breakdancing , with a crowd looking on	, with a two men breakdancing crowd looking on	men two breakdancing , with a crowd on looking
test/3263182360.jpg	a professionally dressed woman standing at a podium debating or discussing something of importance 	a professionally dressed woman standing at a importance debating or discussing something of podium	or discussing something woman standing at a podium debating a professionally dressed of importance	a dressed professionally standing at woman debating podium a discussing or something importance of
test/3263182360.jpg	a woman in a tan suit and red shirt speaks into microphones at a podium 	a suit in a tan shirt and red woman speaks into microphones at a podium	a woman in speaks into microphones a tan suit at a podium and red shirt	a in woman suit tan a and red shirt microphones into speaks podium at a
test/3263182360.jpg	a woman with long curly hair is standing at a podium and speaking 	a podium with long curly woman is standing at a hair and speaking	is standing at speaking long curly hair a podium and a woman with	a woman with hair long curly at standing is a podium and speaking
test/3263182360.jpg	the woman in the tan suit is speaking at the pedestal 	the pedestal in the tan woman is speaking at the suit	is speaking at the pedestal the tan suit the woman in	the woman in suit tan the speaking at is the pedestal
test/3263182360.jpg	a lovely woman makes a point at a business meeting 	a lovely woman makes a meeting at a point business	at a business meeting makes a point a lovely woman	woman lovely a a makes point at a business meeting
test/3269841412.jpg	a drunken woman in a blue dress , black tights , and black leather pumps , laying on a couch , smoking a cigarette , laughing 	a drunken couch in a black dress , blue leather , and black tights pumps , laying on a woman , smoking a cigarette , laughing	a drunken woman in a blue smoking a cigarette , laughing , laying on black leather pumps a couch , dress , black tights , and	woman a drunken a blue in black dress , and tights , black leather pumps on laying , couch a , smoking cigarette a , laughing
test/3269841412.jpg	a drunken woman laughs as she lays on a small cough 	a drunken woman laughs as she lays on a small cough	laughs as she lays on a a drunken woman small cough	a woman drunken laughs she as on lays a cough small
test/3269841412.jpg	a laughing woman is sitting on a patterned couch 	a laughing woman is sitting on a patterned couch	is sitting on a laughing woman a patterned couch	laughing a woman sitting on is patterned couch a
test/3269841412.jpg	a woman is laying down on a sofa laughing 	a woman is laying down on a sofa laughing	a sofa laughing a woman is laying down on	woman is a down on laying sofa a laughing
test/3269841412.jpg	a lady is laying on a brown plaid couch 	a plaid is laying on a brown couch lady	brown plaid couch a lady is laying on a	lady is a on laying a brown plaid couch
test/327142149.jpg	a woman in a pick shirt is holding a shovel near a woman in brown sweeping , while a third woman sits on a stoop 	a shovel in a woman pick is holding a sweeping near a shirt in third woman , while a brown stoop sits on a woman	shovel near a a pick shirt sits on a a woman in stoop woman in brown is holding a sweeping , while a third woman	in woman a shirt a pick a holding is a shovel near in woman brown while , sweeping a third woman sits a on stoop
test/327142149.jpg	a woman sitting , a woman sweeping , and a woman holding a shovel 	a woman sitting , a woman sweeping , and a woman holding a shovel	a shovel a woman sitting a woman holding sweeping , and , a woman	a sitting woman woman a , and sweeping , holding a woman a shovel
test/327142149.jpg	a dirt floor gets swept by one white and one black woman 	a dirt woman gets swept by one black and one white floor	gets swept by a dirt floor one white and one black woman	floor a dirt gets by swept one white and woman one black
test/327142149.jpg	a girl smiles while holding a shovel 	a girl smiles while holding a shovel	a girl smiles while holding a shovel	girl a smiles holding while a shovel
test/327142149.jpg	"lady helping clean a "" dirty "" floor"		"a "" dirty lady helping clean "" floor"	"helping lady clean "" a dirty "" floor"
test/3274879561.jpg	doe jumps over wood and wire fence	doe jumps over fence and wire wood	fence doe jumps over wood and wire	doe jumps over wood wire and fence
test/3274879561.jpg	a deer is jumping over a fence 	a fence is jumping over a deer	a deer is jumping over a fence	a is deer over a jumping fence
test/3274879561.jpg	a deer jumping over a fence 	a deer jumping over a fence	over a fence a deer jumping	jumping a deer over a fence
test/3274879561.jpg	a dear jumps the fence 	a fence jumps the dear	a dear jumps the fence	jumps a dear the fence
test/3274879561.jpg	a deer jumps a fence 	a fence jumps a deer	a deer jumps a fence	jumps a deer fence a
test/3277162496.jpg	three dogs playing together in a grassy field with trees in the background	three dogs playing together in a grassy field with background in the trees	grassy field with trees in the background three dogs playing together in a	three playing dogs together a in with field grassy trees the in background
test/3277162496.jpg	two black and one white dog interacting in the grass 	two white and one black dog interacting in the grass	grass two black and interacting in the one white dog	and black two one white dog the interacting in grass
test/3277162496.jpg	three dogs play with each other out in the field 	three field play with each other out in the dogs	with each other field out in the three dogs play	play dogs three other each with out in the field
test/3277162496.jpg	three dogs wrestle in the grass 	three dogs grass in the wrestle	in the grass three dogs wrestle	three dogs wrestle in grass the
test/3277162496.jpg	three dogs playing on grass 	three grass playing on dogs	three dogs playing on grass	three playing dogs grass on
test/3278581900.jpg	a toddler boy in a sailor suit and a little girl run in the sand 	a boy sailor in a toddler girl and a little suit run in the sand	a toddler boy in a sailor suit and a in the sand little girl run	toddler boy a in a sailor a and suit run girl little the in sand
test/3278581900.jpg	two small children walk down a sandy beach 	two sandy beach walk down a small children	two small children sandy beach walk down a	two small children a down walk beach sandy
test/3278581900.jpg	two kids run through gray sand 	two sand run through gray kids	through gray sand two kids run	kids run two sand gray through
test/3278581900.jpg	two young children are on sand 	two young sand are on children	are on sand two young children	young two children sand are on
test/3278581900.jpg	two smiling kids walking on sand	two smiling sand walking on kids	walking on sand two smiling kids	smiling two kids on walking sand
test/327955368.jpg	a little boy in a blue coat is playing next to some ducks in a park 	a blue park in a little boy is playing next to some ducks in a coat	park next to some a little boy in a blue coat is playing ducks in a	boy a little blue a in coat is playing to some next ducks a in park
test/327955368.jpg	a smiling young boy plays in the leaves among the ducks 	a smiling young leaves plays in the ducks among the boy	boy plays in the leaves among a smiling young the ducks	smiling young a plays in boy leaves among the the ducks
test/327955368.jpg	a little boy chases ducks through the leaves 	a little ducks chases boy through the leaves	the leaves chases ducks through a little boy	boy a little chases through ducks the leaves
test/327955368.jpg	a small boy enjoys chasing ducks in the fall 	a small ducks enjoys chasing fall in the boy	enjoys chasing ducks a small boy in the fall	small a boy enjoys ducks chasing the fall in
test/327955368.jpg	a child is enjoying the ducks on a fall day 	a fall is enjoying the ducks on a day child	a child is enjoying the ducks on a fall day	child a is the ducks enjoying on a fall day
test/3283368342.jpg	four dog owners stand with their three prize winning dogs 	four prize owners stand with their three dogs winning dog	three prize winning four dog owners dogs stand with their	dog owners four stand with their three prize winning dogs
test/3283368342.jpg	these four people are standing outdoors , with 3 dogs 	these four dogs are standing outdoors , with 3 people	are standing outdoors , with 3 these four people dogs	four these people are standing outdoors , 3 with dogs
test/3283368342.jpg	a group of people stands by their dogs in a field 	a group of people stands by their dogs in a field	their dogs in people stands by a group of a field	of a group stands by people their in dogs field a
test/3283368342.jpg	four people stand with their dogs in a field 	four field stand with their people in a dogs	with their dogs in a field four people stand	stand four people dogs their with field a in
test/3283368342.jpg	four people holding three dogs in a field 	four people holding three dogs in a field	a field four people holding three dogs in	four people holding in three dogs a field
test/3285342629.jpg	there is a bunch of tourists standing around on the grass and looking at some old ruins 	there is a tourists of grass standing around on the bunch and looking at some old ruins	there is a the grass and bunch of tourists looking at some old ruins standing around on	there a is bunch tourists of standing on around grass and the looking some at old ruins
test/3285342629.jpg	while visiting the mayan ruins , a guide points in the direction of more attractions 	while visiting the mayan ruins , a direction points in the attractions of more guide	in the direction mayan ruins , of more attractions a guide points while visiting the	the while visiting , ruins mayan a points guide direction the in of more attractions
test/3285342629.jpg	a tour group is standing on the grass with ruins in the background 	a background group is standing on the ruins with grass in the tour	ruins in the is standing on the grass with a tour group background	a group tour on standing is with grass the in the ruins background
test/3285342629.jpg	a group of men and women are standing outside on green grass 	a group of grass and women are standing outside on green men	a group of are standing outside on green grass men and women	a group of women and men outside are standing on grass green
test/3285342629.jpg	group of people standing in front of a stone structure 	group of structure standing in front of a stone people	standing in front structure group of people of a stone	group people of standing in front a stone of structure
test/3286543624.jpg	"an asian girl makes a surprised face while wearing a shirt that says "" radio """	"an surprised face makes a asian girl while wearing a radio that says "" shirt """	"makes a surprised a shirt that an asian girl says "" radio "" face while wearing"	"an asian girl makes a surprised face wearing while that a shirt "" says radio """
test/3286543624.jpg	a woman in a white shirt standing in front of a brick wall 	a front in a white woman standing in brick of a wall shirt	standing in front a white shirt a woman in wall of a brick	woman in a a white shirt in standing front of brick a wall
test/3286543624.jpg	an asian girl looking surprised in front of a brick window	an surprised girl looking asian in brick of a window front	an asian girl front of a brick window looking surprised in	girl asian an surprised in looking front a of brick window
test/3286543624.jpg	girl wearing radio t-shirt has open mouth	t wearing mouth girl - radio has open shirt	girl wearing radio has open mouth t-shirt	radio wearing girl t-shirt mouth has open
test/3286543624.jpg	a lady looks surprised 	a lady looks surprised	a lady looks surprised	a lady looks surprised
test/3288174272.jpg	women of african origin are colecting water at common water tap , near wire fence 	women of common fence are colecting water at african wire origin , near tap water	origin are colecting water at common water tap , women of african near wire fence	women african of colecting origin are water at common , water tap near wire fence
test/3288174272.jpg	africans wearing colorful clothing gather behind a fence 	fence wearing colorful clothing gather behind a africans	africans wearing colorful a fence clothing gather behind	africans colorful wearing behind gather clothing fence a
test/3288174272.jpg	people filling a large black container with water 	container filling a large black water with people	people filling a large black container with water	a people filling container black large water with
test/3288174272.jpg	a tribal group filling water jugs in the desert 	a tribal desert filling water jugs in the group	in the desert filling water jugs a tribal group	a group tribal jugs filling water the in desert
test/3288174272.jpg	africans gather water at an outdoor tap 	water gather tap at an outdoor africans	tap africans gather water at an outdoor	water gather africans outdoor at an tap
test/3293751640.jpg	a man is standing in front of a brick storefront wearing a black jacket 	a man is standing in storefront of a front brick wearing a black jacket	of a brick storefront wearing a a man is standing in front black jacket	a is man in front standing brick a of storefront a wearing black jacket
test/3293751640.jpg	young man with cap and buttoned coat stands before building 	young man with cap and buttoned coat stands before building	young man with cap and buttoned coat stands before building	man with young buttoned and cap coat before stands building
test/3293751640.jpg	young man in warm coat outside storefront 	warm coat in young storefront outside man	storefront young man in warm coat outside	man in young outside warm coat storefront
test/3293751640.jpg	the man is in front of a building			man the is in front of a building
test/3293751640.jpg	a man standing on a city street 	a man standing on a street city	street on a city a man standing	standing man a city on a street
test/3294830188.jpg	four birds are chasing another bird which has a piece of food in its mouth	four birds are chasing another piece which has a food of bird in its mouth	which has a four birds are chasing another bird piece of food in its mouth	are four birds another chasing bird has a which food piece of its mouth in
test/3294830188.jpg	a seagull flies under another with food while three others follow 	a flies others under another with seagull while three food follow	a seagull flies under another with others follow food while three	seagull flies a with under another three food while others follow
test/3294830188.jpg	a flock of birds fly away with food in their beaks 	a flock of food fly away with birds in their beaks	a flock of their beaks birds fly away with food in	a of flock away fly birds food in with beaks their
test/3294830188.jpg	seagulls fighting over a scrap of bread 	seagulls fighting over a bread of scrap	bread seagulls fighting over a scrap of	over fighting seagulls of a scrap bread
test/3294830188.jpg	several birds flying in front of trees 	several front flying in trees of birds	trees in front of several birds flying	several birds flying in of front trees
test/3298457064.jpg	two men , wearing gray outfits , are riding on a trailer that is being pulled by two horses , one horse is dark brown and the other is white and gray 	two men , wearing gray outfits , are riding on a horse that is being pulled by two horses , one trailer is dark brown and the white is gray and other	two men , and gray pulled by two horse is dark , are riding brown and the other is white on a trailer wearing gray outfits horses , one that is being	, two men wearing gray outfits are , riding on trailer a is being that two pulled by one , horses dark horse is brown the and white is other gray and
test/3298457064.jpg	two men are riding on a wooden vehicle pulled by two donkeys : one black and one gray 	two gray are riding on a wooden black pulled by two men : one vehicle and one donkeys	: one black and one gray two men are wooden vehicle pulled riding on a by two donkeys	two are men on riding a wooden vehicle pulled by two donkeys : black one and one gray
test/3298457064.jpg	two men ride through farm land as they guide their mule powered trailer 	two men ride through trailer land as they guide their powered mule farm	their mule powered trailer as they guide two men ride through farm land	men two ride farm through land guide they as their mule powered trailer
test/3298457064.jpg	two men ride on a rural road in a flatbed vehicle pulled by two horses 	two road ride on a flatbed horses in a rural vehicle pulled by two men	on a rural two men ride flatbed vehicle pulled road in a by two horses	two men ride a rural on a road in flatbed pulled vehicle horses two by
test/3298457064.jpg	two men are riding a large wagon pulled by a donkey 	two wagon are riding a large donkey pulled by a men	a donkey two men are wagon pulled by riding a large	two men are large riding a wagon pulled by donkey a
test/330325191.jpg	one person stands and another sits on the summit of a mountain 	one mountain stands and another sits on the summit of a person	and another sits one person stands of a mountain on the summit	one stands person another sits and on the summit of mountain a
test/330325191.jpg	mountain peaks in the foreground and distance 	peaks foreground in the mountain and distance	distance mountain peaks in the foreground and	peaks mountain in foreground the and distance
test/330325191.jpg	two people stand at the peak of a mountain 	two people stand at the peak of a mountain	two people stand at the peak of a mountain	two people stand at peak the a mountain of
test/330325191.jpg	two people at the top of a mountain 	two mountain at the people of a top	a mountain the top of two people at	people two at top of the a mountain
test/330325191.jpg	a man stands on a mountaintop 	a mountaintop stands on a man	on a mountaintop a man stands	stands a man on a mountaintop
test/3324049172.jpg	a girl making a snow angel , wearing a black hat and glasses 	a glasses making a angel hat , wearing a black girl and snow	black hat and glasses a girl making a snow angel , wearing a	a making girl a snow angel wearing , a black hat and glasses
test/3324049172.jpg	an asian girl in glasses is laying in a deep pit of snow 	an asian pit in snow is laying in a deep glasses of girl	snow laying in a an asian girl deep pit of in glasses is	girl an asian glasses is in in laying a of pit deep snow
test/3324049172.jpg	young girl enjoying herself as she makes a snow angel 	young snow enjoying herself as she makes a angel girl	herself as she angel young girl enjoying makes a snow	enjoying young girl herself as she a snow makes angel
test/3324049172.jpg	a lady is lying in the snow making a snow angel 	a lady is lying in the snow making a angel snow	a lady is snow angel lying in the snow making a	a lady is in the lying a snow making snow angel
test/3324049172.jpg	an asian woman is making a snow angel 	an asian snow is making a angel woman	is making a snow angel an asian woman	asian woman an is making a snow angel
test/3329961466.jpg	three guys smiling for camera and showing off their muscles 	three muscles smiling for guys and showing off their camera	muscles three guys smiling showing off their for camera and	three smiling guys camera for and showing their off muscles
test/3329961466.jpg	three men making happy gestures posing for a photograph	three men making happy photograph posing for a gestures	for a photograph happy gestures posing three men making	three men making gestures posing happy for a photograph
test/3329961466.jpg	3 guys ham it up in front of the camera 	3 ham front it up in camera of the guys	camera 3 guys ham it up in front of the	3 guys ham up in it the front of camera
test/3329961466.jpg	three men are cheering in kitchen 	three kitchen are cheering in men	cheering in kitchen three men are	three men are in kitchen cheering
test/3329961466.jpg	three men smiling and gesturing 	three men smiling and gesturing	and gesturing three men smiling	smiling men three gesturing and
test/3332883133.jpg	a man , wearing black jeans and a gray shirt , stands in the front of a classroom writing on a chalkboard 	a jeans , wearing black classroom and a gray front , stands in the man of a shirt writing on a chalkboard	writing on a wearing black jeans in the front and a gray shirt , stands a man , of a classroom chalkboard	man a , wearing black jeans a and gray , stands shirt the in front classroom a of on a writing chalkboard
test/3332883133.jpg	a man is writing on a chalkboard full of paragraphs with a pencil in his ear 	a paragraphs is writing on a pencil full of man with a chalkboard in his ear	pencil in his ear a man is chalkboard full of writing on a paragraphs with a	a is man on writing a chalkboard of full with a paragraphs pencil in his ear
test/3332883133.jpg	a boy with a pencil behind his ear writes on a chalkboard 	a ear with a boy behind his pencil writes on a chalkboard	a pencil behind his ear writes a boy with on a chalkboard	with boy a behind pencil a writes his ear chalkboard a on
test/3332883133.jpg	a person is writing on a chalkboard in a empty classroom 	a chalkboard is writing on a person in a empty classroom	empty classroom a person is writing on a chalkboard in a	is a person writing a on in chalkboard a classroom empty
test/3332883133.jpg	a man is describing stuff using chalk on a chalkboard 	a man is describing chalk using chalkboard on a stuff	chalkboard a man is chalk on a describing stuff using	man is a using describing stuff chalk on a chalkboard
test/3335965982.jpg	a man in a black shirt next to a laptop and in front of a screen is looking off to the side 	a screen in a black front next to a shirt and in man of a side is looking off to the laptop	off to the laptop and in side a man in a black shirt front of a next to a screen is looking	man in a black a shirt a next to laptop and in of a front screen looking is off to the side
test/3335965982.jpg	a man in a black shirt sits beneath a 'no child left behind ' powerpoint presentation 	a powerpoint in a black shirt sits beneath a ' no child left behind ' man presentation	a black shirt left behind ' powerpoint presentation 'no child a man in sits beneath a	a man in a black shirt sits a beneath child 'no ' left behind powerpoint presentation
test/3335965982.jpg	a man in a black shirt sitting at a table with an open apple laptop in front of him 	a shirt in a open table sitting at a front with an black apple man in laptop of him	him in front of a man in open apple laptop table with an sitting at a a black shirt	man in a black shirt a sitting a at an table with open apple laptop of front in him
test/3335965982.jpg	a man either giving or viewing a powerpoint presentation 	a powerpoint either giving or viewing a man presentation	giving or viewing a man either a powerpoint presentation	a either man giving viewing or a powerpoint presentation
test/3335965982.jpg	a businessman giving a powerpoint presentation 	a powerpoint giving a presentation businessman	a businessman giving a powerpoint presentation	a businessman giving presentation a powerpoint
test/3339751521.jpg	a group of traveling people relaxing on top of a hill overlooking a range 	a top of traveling range relaxing on hill of a people overlooking a group	a range a group of traveling people relaxing a hill overlooking on top of	of group a relaxing traveling people top on of overlooking a hill range a
test/3339751521.jpg	four people relaxing on a grassy hill overlooking a rocky valley 	four people relaxing on a rocky hill overlooking a grassy valley	hill overlooking a four people relaxing on a grassy rocky valley	people relaxing four on a grassy overlooking a hill valley rocky
test/3339751521.jpg	a man and three women with backpacks , sitting on a mountain 	a man and three women with mountain , sitting on a backpacks	on a mountain backpacks , sitting three women with a man and	man a and women three with backpacks , sitting mountain on a
